Citizen ID,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30
C54716,COSMOS,$10 ,$51 ,$40 ,$61 ,$233 ,0,141,4,84,4,Director,6,3,25-35,0,0,0,25,0.9,2,primary,,,,3,7,4,0,52000
C54717,ODYSSEY,$16 ,$47 ,$31 ,$61 ,$257 ,1,91,3,107,3,Others,6,4,18-24,0,1,4,1,0.6,2,primary,5,,,6,36,25,,0
C54718,CENTAUR,$60 ,$21 ,$35 ,$67 ,$182 ,2,7,2,50,2,Director,6,1,45-55,0,0,5,25,0.7,2,primary,,,,,,,0,250001
C54719,CENTAUR,$10 ,$15 ,$25 ,$40 ,$116 ,0,0,0,4,0,Middle Management,6,2,35-45,0,0,1,36,0.7,2,primary,,,,1,3,2,0,160000
C54720,CENTAUR,$168 ,$55 ,$195 ,$40 ,$621 ,5,200,11,199,0,Others,6,5,55+,0,1,0,6,0.4,3,primary,20,,,2,22,,,0
C54721,EBONY,$25 ,$24 ,$25 ,$123 ,$178 ,6,17,0,75,6,Consultant,6,2,35-45,0,0,1,17,0.8,1,MBA,,,,8,19,11,0,50000
C54722,CENTAUR,$785 ,$16 ,$25 ,$115 ,$145 ,11,3,0,13,1,Magician,6,4,35-45,0,1,2,14,0.7,4,primary,,,,,,,0,85000
C54723,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,6,4,35-45,1,1,1,37,0.4,4,MBA,,,,6,11,5,,0
C54724,CENTAUR,"$3,390 ",$147 ,$454 ,$40 ,$576 ,23,58,3,47,0,Others,6,4,25-35,0,0,3,29,0.6,3,primary,,,,,,,,0
C54725,COSMOS,"$11,493 ",$242 ,"$2,304 ","$1,420 ","$6,876 ",132,483,97,919,12,Politician,6,2,35-45,0,1,4,4,0.6,5,primary,2,,,5,7,,60,0
C54726,CENTAUR,"$2,571 ",$50 ,$142 ,$47 ,$616 ,56,187,21,237,2,Others,6,3,55+,1,0,2,45,1,2,primary,25,,,1,35,,,0
C54727,COSMOS,$10 ,$21 ,$32 ,$152 ,$161 ,0,13,1,48,10,Director,6,3,35-45,1,1,4,4,0.7,3,primary,,,,8,17,9,1,0
C54728,CENTAUR,$108 ,$50 ,$25 ,$52 ,$174 ,3,146,0,89,1,Director,6,1,35-45,1,1,4,20,0.9,1,primary,4,,,,4,,,225000
C54729,COSMOS,$131 ,$45 ,$77 ,$40 ,$173 ,4,98,2,64,0,Consultant,6,3,25-35,1,0,5,27,0.5,2,MBA,,,,1,1,,1,0
C54730,COSMOS,$10 ,$15 ,$25 ,$40 ,$105 ,0,0,0,1,0,Janitor,6,2,45-55,0,1,0,44,0.6,3,primary,,,,2,6,4,0,57000
C54731,CENTAUR,$101 ,$19 ,$49 ,$95 ,$288 ,3,10,2,124,3,Others,6,2,18-24,1,1,5,45,0.7,2,primary,5,,,3,8,,,0
C54732,CENTAUR,$223 ,$76 ,$40 ,$70 ,$513 ,9,164,4,159,2,Doctor,6,4,35-45,1,1,2,26,0.8,5,primary,,,,,,,0,120000
C54733,COSMOS,$78 ,$16 ,$25 ,$79 ,$145 ,1,2,0,20,1,Senior Management,6,4,35-45,1,0,2,34,0.2,1,primary,,,,3,11,8,0,100000
C54734,CENTAUR,$235 ,$52 ,$34 ,$40 ,$340 ,3,199,2,231,0,Self Employed,6,3,35-45,0,1,4,21,0.2,2,primary,25,,,3,69,66,0,176000
C54735,CENTAUR,$242 ,$21 ,$25 ,$101 ,"$2,792 ",2,23,0,439,5,Others,6,3,45-55,1,0,2,7,0.4,5,primary,,,,,,,,0
C54736,COSMOS,$10 ,$19 ,$25 ,$40 ,$143 ,0,17,0,40,0,Senior Management,6,4,18-24,0,0,2,24,0.2,3,primary,,,,2,5,3,,132000
C54737,ODYSSEY,$105 ,$16 ,$25 ,$53 ,$135 ,1,6,0,46,3,Others,6,3,18-24,0,1,2,35,0.6,5,MBA,1,,,,8,7,,0
C54738,COSMOS,$218 ,$18 ,$25 ,$40 ,$135 ,2,12,0,30,0,Director,6,2,35-45,0,1,2,4,0.9,4,primary,10,,,,10,,0,300000
C54739,TOKUGAWA,$100 ,$22 ,$75 ,$42 ,$352 ,9,18,4,78,1,Director,6,4,25-35,0,1,3,42,0.3,5,primary,13,,,4,17,,,105000
C54740,CENTAUR,$61 ,$21 ,$37 ,$40 ,$264 ,4,8,1,104,0,Consultant,6,3,25-35,0,1,2,33,0.5,3,primary,1,,,,1,,0,70000
C54741,CENTAUR,$205 ,$15 ,$98 ,$40 ,$108 ,9,0,1,3,0,Teacher,6,3,25-35,0,0,4,14,0.4,3,primary,4,,,,4,,,100000
C54742,ODYSSEY,$10 ,$18 ,$39 ,$46 ,$125 ,0,23,1,22,1,Others,6,2,25-35,0,0,2,48,0.4,2,primary,5,,,6,30,19,,0
C54743,CENTAUR,$570 ,$15 ,$25 ,$64 ,$128 ,7,0,1,6,1,Others,6,4,35-45,1,0,4,22,0.7,4,primary,1,,,,6,5,,0
C54744,CENTAUR,"$2,713 ",$136 ,"$1,001 ","$1,166 ",$771 ,64,235,38,387,12,Others,6,2,45-55,1,1,5,47,0.4,4,MBA,7,,,,7,,,0
C54745,TOKUGAWA,$376 ,$28 ,$38 ,$78 ,$370 ,9,61,1,233,4,Others,6,1,25-35,0,0,5,17,0.9,4,primary,,,,,,,,0
C54746,CENTAUR,$10 ,$51 ,$25 ,$40 ,$415 ,0,77,0,97,0,Consultant,6,3,45-55,0,0,2,33,0.8,2,primary,11,,,3,14,,0,150000
C54747,ODYSSEY,$630 ,$23 ,$188 ,$94 ,$153 ,17,29,9,25,2,Others,6,3,35-45,0,0,4,43,0.5,4,primary,,,,,5,5,,0
C54748,COSMOS,$356 ,$65 ,$109 ,$75 ,$411 ,5,49,11,214,2,Others,6,5,55+,0,0,1,28,0.9,4,primary,11,,1,6,28,10,,0
C54749,COSMOS,$46 ,$15 ,$32 ,$63 ,$324 ,1,1,1,69,1,Director,6,2,45-55,1,1,2,29,0.7,3,primary,,,,3,5,2,0,0
C54750,CENTAUR,$834 ,$17 ,$53 ,$90 ,$242 ,37,6,6,80,4,Others,6,3,18-24,0,1,5,47,0.1,2,MBA,4,,,1,5,,,0
C54751,CENTAUR,"$2,599 ",$267 ,$528 ,$98 ,$838 ,22,235,12,373,3,Others,6,4,18-24,0,1,5,13,0.6,5,MBA,1,,,,1,,,0
C54752,ODYSSEY,$445 ,$21 ,$128 ,$207 ,"$6,321 ",7,38,3,464,6,Director,6,3,25-35,1,0,5,31,0.4,2,primary,1,,,3,22,18,0,0
C54753,CENTAUR,$110 ,$16 ,$44 ,$90 ,$357 ,6,2,4,82,2,Others,6,3,25-35,1,0,1,42,0.9,2,primary,12,,,4,19,3,,0
C54754,COSMOS,$10 ,$15 ,$25 ,$56 ,$230 ,0,3,0,78,1,Consultant,6,5,18-24,0,0,4,39,0.3,3,primary,,,,12,15,3,0,150000
C54755,CENTAUR,$10 ,$114 ,$348 ,"$1,372 ","$2,272 ",2,130,14,544,20,Service,6,3,35-45,1,1,2,32,0.9,1,primary,,,,,,,1,0
C54756,ODYSSEY,$532 ,$39 ,$83 ,$126 ,$307 ,18,21,3,100,4,Others,6,3,18-24,0,0,4,45,0.5,5,primary,,,,,2,2,,0
C54757,CENTAUR,$10 ,$51 ,$181 ,$104 ,$127 ,0,42,10,16,2,Others,6,3,35-45,0,1,2,8,0.1,2,MBA,,,,,2,2,,0
C54758,COSMOS,$10 ,$15 ,$25 ,$40 ,$106 ,0,0,0,5,0,Pilot,6,4,55+,1,1,3,22,0.4,4,primary,,,,1,3,2,0,88000
C54759,TOKUGAWA,$89 ,$42 ,$122 ,$40 ,$214 ,2,76,4,119,0,Others,6,1,35-45,1,1,2,16,0.3,4,primary,2,,,,2,,,0
C54760,CENTAUR,$148 ,$40 ,$39 ,$40 ,$251 ,3,11,4,77,0,Director,6,2,55+,1,0,2,24,0.7,4,MBA,6,,,,6,,0,150
C54761,CENTAUR,$10 ,$15 ,$25 ,$40 ,$102 ,0,0,0,6,0,Senior Management,6,4,55+,0,1,2,36,0.8,2,primary,1,,1,2,4,,1,0
C54762,CENTAUR,$263 ,$96 ,$156 ,$76 ,$488 ,6,207,5,265,3,Others,6,4,25-35,0,0,1,33,0.8,4,primary,,,,,,,,0
C54763,CENTAUR,$10 ,$30 ,$152 ,$387 ,$378 ,0,12,7,57,14,Consultant,6,2,45-55,1,0,4,44,0.7,4,primary,2,,,,2,,0,200000
C54764,CENTAUR,$70 ,$90 ,$914 ,$103 ,$551 ,1,165,7,329,7,Others,6,1,45-55,0,1,3,35,0.1,4,primary,6,,6,,12,,,0
C54765,ODYSSEY,$14 ,$50 ,$30 ,$769 ,$379 ,1,91,1,267,27,Director,6,3,25-35,1,0,3,34,0.8,4,primary,19,,8,,27,,1,0
C54766,COSMOS,$63 ,$23 ,$51 ,$177 ,$577 ,2,23,1,271,6,Director,6,3,35-45,1,0,0,8,0.6,2,primary,,,,4,16,12,2,0
C54767,COSMOS,$10 ,$15 ,$34 ,$40 ,$141 ,0,1,2,42,0,Director,6,2,25-35,0,0,1,41,0.3,1,primary,1,,,4,6,1,0,200000
C54768,TOKUGAWA,"$4,202 ",$72 ,$136 ,$66 ,$555 ,32,168,7,244,2,House Husband,6,4,18-24,0,1,2,31,0.2,4,primary,2,,,8,20,10,10,0
C54769,CENTAUR,$596 ,$153 ,$326 ,$357 ,"$1,160 ",30,414,17,521,16,Doctor,6,3,45-55,0,0,1,21,0.5,4,primary,2,,,2,4,,3,0
C54770,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,6,5,55+,0,1,4,31,0.6,3,primary,2,,,,2,,,0
C54771,ODYSSEY,$10 ,$15 ,$25 ,$66 ,$126 ,0,1,0,17,1,Others,6,5,35-45,0,0,2,9,0.9,1,primary,2,,,1,5,2,,0
C54772,COSMOS,$10 ,$33 ,$25 ,$53 ,$214 ,0,17,0,97,1,Senior Management,6,3,55+,0,0,5,43,0.7,4,primary,,,,8,12,4,0,140000
C54773,CENTAUR,$571 ,$95 ,$584 ,$211 ,$683 ,4,81,17,227,3,Others,6,3,25-35,1,0,0,14,0.2,3,primary,5,,,,5,,,0
C54774,CENTAUR,$153 ,$15 ,$25 ,$40 ,$129 ,1,0,0,19,0,Magician,6,1,45-55,0,1,3,40,0.1,4,primary,5,,,,5,,0,60000
C54775,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$107 ,0,1,0,2,0,Doctor,6,4,35-45,1,0,0,24,0.7,2,primary,,,,,1,1,,25000
C54776,CENTAUR,$168 ,$19 ,$62 ,$42 ,$334 ,5,32,4,219,1,Consultant,6,5,45-55,0,1,0,16,0.9,5,primary,,,,,,,0,100000
C54777,TOKUGAWA,$10 ,$15 ,$25 ,$43 ,$110 ,0,0,0,18,3,Middle Management,6,1,45-55,0,0,3,18,0.5,5,primary,,,,,,,0,40000
C54778,CENTAUR,$390 ,$162 ,$134 ,$854 ,$671 ,18,294,7,373,2,Others,6,2,45-55,1,1,2,17,0.4,4,primary,5,,,,5,,,0
C54779,ODYSSEY,$17 ,$20 ,$25 ,$40 ,$503 ,2,12,0,115,0,Others,6,2,35-45,1,0,2,49,0.8,4,MBA,,,,,13,13,,0
C54780,ODYSSEY,$48 ,$16 ,$25 ,$49 ,$128 ,1,2,0,15,1,Middle Management,6,4,25-35,0,1,1,35,0.2,3,primary,,,,,2,2,0,72000
C54781,TOKUGAWA,$128 ,$158 ,$116 ,$42 ,$211 ,5,218,13,151,1,Others,6,2,18-24,0,0,5,44,0.3,4,primary,,,,,,,,0
C54782,CENTAUR,$145 ,$32 ,$25 ,$95 ,$139 ,4,82,0,55,2,Magician,6,1,45-55,1,1,2,17,0.8,3,primary,,,,,,,0,250000
C54783,COSMOS,$306 ,$29 ,$28 ,$76 ,$542 ,4,35,1,61,1,Others,6,4,45-55,0,0,2,24,0.1,1,MBA,,,,2,4,2,,0
C54784,TOKUGAWA,$207 ,$16 ,$104 ,"$1,004 ",$151 ,9,1,3,19,3,Others,6,2,55+,0,0,4,6,0.7,4,primary,8,,,,8,,,0
C54785,CENTAUR,$10 ,$27 ,$25 ,$40 ,$329 ,0,45,0,95,0,Others,6,3,55+,1,1,3,41,0.9,3,primary,,,,5,21,16,,0
C54786,CENTAUR,$68 ,$41 ,$25 ,$40 ,$154 ,5,74,0,55,0,Others,6,5,45-55,1,1,5,18,1,4,MBA,9,,,2,13,2,,0
C54787,ODYSSEY,$10 ,$18 ,$25 ,$55 ,$259 ,0,5,0,61,2,Teacher,6,3,45-55,1,1,3,15,0.6,3,primary,,,,6,10,4,,57000
C54788,CENTAUR,$771 ,$125 ,$835 ,"$1,168 ","$1,859 ",30,208,67,466,36,Others,6,4,55+,0,1,5,3,1,5,primary,3,,1,,4,,,0
C54789,CENTAUR,$216 ,$249 ,$108 ,$40 ,$710 ,9,105,2,153,0,Others,6,2,35-45,1,1,3,5,0.2,1,primary,1,,,,1,,,0
C54790,CENTAUR,$200 ,$79 ,$88 ,$212 ,$254 ,5,228,2,145,4,Consultant,6,4,55+,1,1,5,32,0.9,5,primary,11,,,,11,,0,144000
C54791,CENTAUR,$39 ,$77 ,$25 ,$45 ,$211 ,1,73,0,52,1,Magician,6,1,18-24,1,1,2,25,0.8,4,primary,1,,,,1,,0,400000
C54792,CENTAUR,$244 ,$61 ,$34 ,$40 ,$295 ,4,68,1,189,0,Others,6,4,45-55,0,0,3,41,0.5,4,primary,5,,,,5,,,0
C54793,CENTAUR,"$1,059 ",$136 ,$233 ,$351 ,$705 ,20,311,9,407,12,Others,6,4,45-55,1,1,1,2,0.1,3,primary,12,,,,13,1,,0
C54794,COSMOS,$10 ,$28 ,$146 ,$40 ,$187 ,0,9,2,59,0,Others,6,1,45-55,1,0,5,37,0.3,3,primary,4,,1,3,14,6,,0
C54795,COSMOS,$463 ,$22 ,$87 ,$40 ,$172 ,6,47,3,50,0,Teacher,6,4,35-45,0,0,3,2,0.9,2,primary,16,,1,6,23,,0,120000
C54796,COSMOS,$10 ,$35 ,$25 ,$68 ,$338 ,0,27,0,116,3,Others,6,3,25-35,1,0,0,9,0.5,3,primary,3,,,15,25,7,,0
C54797,CENTAUR,$247 ,$16 ,$25 ,$45 ,$126 ,3,8,0,36,2,Social Worker,6,3,35-45,0,0,3,38,0.8,4,MBA,,,,,,,,0
C54798,CENTAUR,$704 ,$54 ,$331 ,$93 ,$677 ,29,84,7,251,3,Others,6,4,25-35,0,1,0,18,0.8,2,primary,3,,,6,13,4,,0
C54799,CENTAUR,$232 ,$67 ,$58 ,$45 ,"$2,091 ",18,55,2,176,1,Others,6,2,25-35,1,0,1,13,0.6,3,professional,1,,,,1,,,0
C54800,CENTAUR,$119 ,$150 ,$387 ,$523 ,$915 ,8,340,24,546,74,Magician,6,4,45-55,1,0,4,23,1,3,primary,6,,1,,7,,0,225000
C54801,ODYSSEY,$22 ,$27 ,$630 ,$114 ,$346 ,2,31,9,89,11,Doctor,6,2,25-35,1,0,3,1,0.5,3,MBA,3,,1,1,7,2,1,0
C54802,CENTAUR,$10 ,$23 ,$25 ,$66 ,$404 ,0,24,0,156,1,Consultant,6,2,25-35,1,1,2,12,0.6,2,primary,4,,,,9,5,0,120000
C54803,ODYSSEY,$76 ,$32 ,$158 ,$202 ,$242 ,4,30,4,108,4,Others,6,2,35-45,0,1,3,9,1,2,professional,2,3,,3,16,8,,0
C54804,COSMOS,$53 ,$21 ,$224 ,$59 ,$130 ,2,29,1,56,6,Others,6,3,18-24,1,0,2,26,0.2,5,primary,,,,3,8,5,,0
C54805,CENTAUR,$10 ,$15 ,$25 ,$123 ,$932 ,0,0,0,55,5,Others,6,4,45-55,1,1,4,18,0.2,5,primary,3,,,,3,,,0
C54806,CENTAUR,$152 ,$70 ,$165 ,$755 ,$525 ,8,131,16,252,24,Others,6,4,35-45,0,1,2,31,0.8,2,primary,,,,,,,,0
C54807,COSMOS,"$6,186 ",$150 ,$496 ,$130 ,$499 ,59,113,19,97,2,Senior Management,6,5,25-35,0,1,4,8,0.4,1,MBA,5,,,13,35,17,0,700000
C54808,CENTAUR,$240 ,$37 ,$27 ,$109 ,$268 ,10,161,1,192,8,Consultant,6,5,25-35,0,1,3,44,0.5,1,MBA,9,,,3,12,,,62500
C54809,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$130 ,0,0,0,50,0,Consultant,6,1,55+,1,1,2,46,0.7,2,primary,1,,,,1,,0,72000
C54810,CENTAUR,$292 ,$129 ,$125 ,$111 ,$495 ,9,89,4,70,4,Magician,6,5,35-45,1,0,2,17,0.5,4,MBA,,,,,,,0,500000
C54811,TOKUGAWA,$282 ,$58 ,$65 ,$40 ,$190 ,6,94,1,53,0,Others,6,4,25-35,1,0,3,48,0.9,3,primary,4,,1,,5,,,0
C54812,CENTAUR,$129 ,$65 ,$412 ,$252 ,$539 ,10,91,27,254,16,Others,6,1,18-24,1,1,1,12,0.7,3,primary,2,,,,2,,,0
C54813,COSMOS,$10 ,$18 ,$25 ,$40 ,$106 ,0,45,0,5,0,Magician,6,3,35-45,1,1,3,41,0.5,2,primary,,,,1,3,2,0,69000
C54814,CENTAUR,"$67,918 ","$1,524 ","$67,111 ","$5,926 ","$20,057 ",619,818,393,3006,87,Others,6,3,35-45,1,0,4,3,1,2,primary,2,,,,2,,,0
C54815,CENTAUR,$73 ,$26 ,$25 ,$101 ,$154 ,3,27,0,65,3,Director,6,3,25-35,1,0,0,40,1,2,primary,1,,,,1,,0,160000
C54816,COSMOS,$10 ,$18 ,$25 ,$43 ,$178 ,0,11,0,56,1,Middle Management,6,3,18-24,0,0,2,2,0.8,2,primary,,,,6,15,9,0,130000
C54817,CENTAUR,$10 ,$22 ,$25 ,$245 ,$505 ,0,4,0,87,2,Others,6,3,25-35,0,0,3,3,0.8,4,primary,,,,5,8,3,,0
C54818,ODYSSEY,$10 ,$20 ,$25 ,$79 ,$382 ,0,18,0,153,5,Doctor,6,4,55+,0,0,4,38,0.3,2,MBA,,,,,13,13,51,0
C54819,ODYSSEY,$10 ,$28 ,$39 ,$52 ,$189 ,0,72,2,94,2,Middle Management,6,3,35-45,1,1,2,34,0.2,5,primary,,,,,10,10,0,75000
C54820,CENTAUR,$364 ,$47 ,$592 ,$320 ,"$3,522 ",6,17,12,187,7,Director,6,2,35-45,1,0,3,42,0.2,4,MBA,2,,1,,4,1,0,400000
C54821,CENTAUR,$409 ,$62 ,$32 ,$148 ,$384 ,10,149,1,188,17,Others,6,3,25-35,1,0,2,15,0.5,4,primary,4,,,,4,,,0
C54822,COSMOS,$10 ,$18 ,$64 ,$40 ,$127 ,0,3,1,23,0,Social Worker,6,4,45-55,0,1,2,29,0.9,5,primary,,,,3,5,2,,0
C54823,COSMOS,$10 ,$27 ,$25 ,$40 ,$294 ,0,41,0,69,0,Director,6,5,45-55,0,0,3,33,0.7,2,MBA,5,,1,4,10,,0,200000
C54824,CENTAUR,$317 ,$70 ,$31 ,$87 ,$100 ,9,51,1,333,16,Director,6,2,25-35,0,1,1,14,0.8,1,primary,14,,,3,18,1,0,250001
C54825,CENTAUR,$108 ,$29 ,$25 ,$57 ,$139 ,2,22,0,11,1,Others,6,3,25-35,1,1,2,48,0.8,4,primary,8,,,,8,,,0
C54826,CENTAUR,$393 ,$16 ,$173 ,$148 ,$325 ,3,1,9,54,3,Consultant,6,3,35-45,0,0,5,13,0.5,2,MBA,,,,,4,4,1,0
C54827,CENTAUR,$188 ,$72 ,$247 ,$42 ,$374 ,7,97,18,116,1,Others,6,4,45-55,1,0,2,32,0.3,5,primary,15,,1,1,17,,,0
C54828,CENTAUR,"$2,097 ",$38 ,$364 ,$101 ,$276 ,35,53,18,107,3,Consultant,6,4,25-35,1,0,3,27,0.2,2,MBA,,,,,,,,375000
C54829,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Senior Management,6,2,55+,1,0,0,14,0.3,2,MBA,23,,,,24,1,0,30000
C54830,ODYSSEY,$10 ,$47 ,$25 ,$111 ,"$1,383 ",0,38,0,201,2,Others,6,2,25-35,1,0,2,29,0.7,3,primary,1,,,,2,1,,0
C54831,CENTAUR,$638 ,$24 ,$116 ,$289 ,$293 ,4,27,6,82,16,Politician,6,2,25-35,1,1,4,39,0.3,2,MBA,,,,,,,15,0
C54832,CENTAUR,"$1,401 ",$40 ,$123 ,$913 ,$774 ,12,33,9,220,9,Senior Management,6,3,55+,1,0,3,39,1,4,primary,11,,3,,14,,,180000
C54833,CENTAUR,$415 ,$50 ,$25 ,$47 ,"$1,777 ",2,111,0,808,2,Others,6,2,35-45,1,1,0,41,0.5,2,primary,1,,,,1,,,0
C54834,CENTAUR,$169 ,$37 ,$116 ,$137 ,$386 ,11,52,5,143,9,Director,6,5,45-55,0,1,3,11,0.5,5,primary,4,,,3,9,2,5,0
C54835,COSMOS,$264 ,$110 ,$75 ,$113 ,$297 ,4,166,6,205,8,Director,6,5,18-24,0,0,1,11,0.2,5,MBA,,,,,,,0,130000
C54836,COSMOS,"$1,108 ",$51 ,$154 ,$292 ,$552 ,11,107,7,304,17,Others,6,2,35-45,1,0,1,5,0.8,3,MBA,,,,8,22,14,,0
C54837,CENTAUR,"$2,002 ",$44 ,$220 ,$40 ,$170 ,10,110,6,90,0,Director,6,4,55+,1,1,0,12,0.8,1,primary,7,,,3,10,,0,250000
C54838,CENTAUR,$429 ,$89 ,$126 ,$83 ,$354 ,24,86,5,261,2,Others,6,1,18-24,1,0,1,16,0.8,1,primary,1,,,,1,,,0
C54839,CENTAUR,$87 ,$19 ,$25 ,$43 ,$228 ,1,22,0,98,1,Self Employed,6,4,18-24,1,0,0,33,0.5,4,primary,,,,,,,0,0
C54840,COSMOS,$14 ,$17 ,$25 ,$40 ,$177 ,1,34,0,58,0,Pilot,6,4,35-45,0,0,4,41,0.7,2,primary,,,,,,,0,42000
C54841,CENTAUR,$10 ,$17 ,$43 ,$166 ,$581 ,0,11,1,39,4,Doctor,6,2,25-35,0,1,4,7,0.5,2,primary,10,,,3,13,,0,125000
C54842,COSMOS,$10 ,$74 ,$25 ,$68 ,$188 ,0,164,0,101,5,Magician,6,2,18-24,0,1,2,1,0.9,2,MBA,,,,10,15,5,0,98000
C54843,CENTAUR,$25 ,$24 ,$40 ,$82 ,$145 ,2,40,3,55,4,Consultant,6,3,25-35,1,0,4,33,0.3,3,primary,,,,1,1,,0,62000
C54844,COSMOS,$10 ,$15 ,$25 ,$40 ,$130 ,0,2,0,40,0,Pilot,6,3,25-35,0,0,3,37,0.4,2,primary,2,,1,6,11,2,,50000
C54845,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Middle Management,6,3,35-45,1,1,1,44,0.3,4,primary,,,,,6,6,0,65000
C54846,EBONY,$10 ,$15 ,$33 ,$64 ,$106 ,0,4,1,12,1,Magician,6,4,35-45,0,1,3,38,0.2,1,MBA,,,,1,3,2,0,90000
C54847,CENTAUR,$382 ,$18 ,$25 ,$40 ,"$1,252 ",6,1,0,74,0,Director,6,1,25-35,0,1,3,45,0.8,2,primary,1,,,,1,,0,0
C54848,ODYSSEY,$757 ,$25 ,$36 ,$81 ,$167 ,6,75,1,51,1,Consultant,6,4,25-35,0,1,5,2,0.7,2,primary,,,,13,20,7,0,100000
C54849,CENTAUR,$263 ,$20 ,$211 ,$40 ,$724 ,13,8,1,108,0,Consultant,6,4,55+,1,0,4,10,0.2,5,primary,,,,,,,0,70000
C54850,COSMOS,$124 ,$77 ,$25 ,$97 ,$481 ,1,50,0,137,5,Social Worker,6,5,25-35,0,0,5,22,0.2,3,primary,,,,1,12,11,,0
C54851,CENTAUR,$10 ,$19 ,$88 ,$42 ,$290 ,0,11,2,92,1,Others,6,1,25-35,0,1,1,16,0.4,3,primary,,,,,15,15,,0
C54852,CENTAUR,$135 ,$36 ,$266 ,$158 ,$686 ,7,20,5,168,6,Consultant,6,2,25-35,1,0,4,40,0.2,2,primary,4,,,,4,,0,175000
C54853,CENTAUR,$76 ,$68 ,$62 ,$137 ,$758 ,6,157,2,448,8,Middle Management,6,4,35-45,1,1,3,27,0.8,4,primary,6,,,,6,,0,100000
C54854,ODYSSEY,$13 ,$55 ,$42 ,$896 ,$502 ,1,162,2,262,52,Others,6,3,55+,0,0,2,43,0.1,5,primary,,,,,4,4,,0
C54855,COSMOS,$369 ,$44 ,$25 ,$493 ,$464 ,4,45,0,384,26,Director,6,3,25-35,0,1,5,1,0.7,3,primary,,,,24,35,11,11,0
C54856,CENTAUR,$10 ,$167 ,$291 ,$95 ,"$1,287 ",0,219,5,555,2,Director,6,2,25-35,1,0,5,17,0.4,3,MBA,1,,,,1,,,250000
C54857,TOKUGAWA,$709 ,$102 ,$139 ,$170 ,$739 ,18,196,6,511,2,Consultant,6,1,45-55,0,0,4,41,0.4,5,primary,1,,,,1,,0,300000
C54858,CENTAUR,$642 ,$50 ,$148 ,$203 ,"$2,642 ",4,24,1,587,5,Director,6,3,25-35,1,0,1,49,1,2,primary,8,,3,,11,,0,0
C54859,ODYSSEY,$10 ,$15 ,$25 ,$85 ,$219 ,0,1,0,119,5,Others,6,5,18-24,0,1,1,6,0.3,4,primary,,,,,5,5,,0
C54860,TOKUGAWA,"$1,118 ",$90 ,$28 ,$54 ,$508 ,22,193,2,235,3,Others,6,5,35-45,1,1,0,14,0.3,1,MBA,1,,,,2,1,,0
C54861,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Director,6,3,45-55,0,1,0,44,0.4,2,primary,,,,4,9,5,0,65000
C54862,CENTAUR,$88 ,$30 ,$38 ,$263 ,$207 ,1,17,1,45,13,Others,6,3,25-35,0,1,4,34,0.7,3,primary,1,,,,1,,,0
C54863,CENTAUR,$152 ,$20 ,$25 ,$40 ,$123 ,1,35,0,35,0,Consultant,6,4,55+,0,0,1,27,0.1,2,primary,2,,,1,3,,,90000
C54864,CENTAUR,$254 ,$30 ,$192 ,$153 ,$633 ,2,22,1,190,2,Director,6,3,25-35,1,0,4,40,1,3,primary,5,,,,5,,0,317231
C54865,CENTAUR,"$1,563 ",$99 ,$68 ,$517 ,"$1,179 ",30,90,4,311,11,Consultant,6,4,35-45,1,1,2,6,0.3,4,primary,3,,,,3,,0,300000
C54866,CENTAUR,$430 ,$81 ,$87 ,$40 ,$315 ,14,110,1,132,0,Director,6,4,25-35,1,1,1,22,0.8,4,primary,8,,,,8,,0,60000
C54867,CENTAUR,$10 ,$21 ,$174 ,$40 ,$111 ,0,7,10,38,0,Pilot,6,5,25-35,1,1,0,20,0.4,2,primary,,,,,1,1,0,63000
C54868,CENTAUR,$108 ,$30 ,$25 ,$122 ,$374 ,3,38,0,269,5,Social Worker,6,1,55+,1,1,1,15,0.9,3,primary,2,,,,2,,,0
C54869,COSMOS,$260 ,$23 ,$25 ,$292 ,$157 ,1,64,0,118,43,Others,6,4,35-45,0,1,4,41,1,5,professional,,,,4,7,3,,0
C54870,CENTAUR,$975 ,$202 ,"$1,498 ",$318 ,$682 ,16,244,20,339,6,Senior Management,6,4,35-45,1,1,2,42,0.3,3,MBA,12,,,1,13,,0,340000
C54871,CENTAUR,$75 ,$36 ,$33 ,$128 ,$202 ,1,38,4,89,5,Director,6,3,18-24,0,1,1,13,0.7,5,primary,5,,1,1,8,1,0,0
C54872,ODYSSEY,$10 ,$22 ,$25 ,$40 ,$190 ,0,35,0,157,0,Middle Management,6,3,35-45,1,0,5,33,0.1,3,primary,,,,,11,11,0,50000
